CONCATENADO,TEXTO,CE_GESTOR,TIPO_PROYECTOS,NOMBRE PROYECTO,CLASIF_RED_1,CLASIF_RED_2,RESPONSABLE EA
450066255590,IMPLEMENTACIÓN ENLACE MICROONDAS,RED_CONS,MW ACCESO,Sitios Nuevos Macro y Regulatorios,RF,Sitios Nuevos Macro y Regulatorios,EDWIN
450066255560,IMPLEMENTACIÓN ENLACE MICROONDAS,RED_CONS,MW ACCESO,Sitios Nuevos Macro y Regulatorios,RF,Sitios Nuevos Macro y Regulatorios,EDWIN
450066255530,IMPLEMENTACIÓN ENLACE MICROONDAS,RED_CONS,MW ACCESO,Sitios Nuevos Macro y Regulatorios,RF,Sitios Nuevos Macro y Regulatorios,EDWIN
4500664686120,IMPLEMENTACIÓN ENLACE MICROONDAS,RED_CONS,MW ACCESO,Sitios Nuevos Macro y Regulatorios,RF,Sitios Nuevos Macro y Regulatorios,EDWIN
450066468690,IMPLEMENTACIÓN ENLACE MICROONDAS,RED_CONS,MW ACCESO,Sitios Nuevos Macro y Regulatorios,RF,Sitios Nuevos Macro y Regulatorios,EDWIN
450066468660,IMPLEMENTACIÓN ENLACE MICROONDAS,RED_CONS,MW ACCESO,Sitios Nuevos Macro y Regulatorios,RF,Sitios Nuevos Macro y Regulatorios,EDWIN
450066468630,IMPLEMENTACIÓN ENLACE MICROONDAS,RED_CONS,MW ACCESO,Sitios Nuevos Macro y Regulatorios,RF,Sitios Nuevos Macro y Regulatorios,EDWIN
450066507120,IMPLEMENTACIÓN PLANTA EXTERNA FO NODO B,RED_IPEXT,FO RED NACIONAL,Red de Fibra Optica Nacional,Transmision,Red de Fibra Optica Nacional,DANNER
450066507110,IMPLEMENTACIÓN PLANTA EXTERNA FO NODO B,RED_IPEXT,FO RED NACIONAL,Red de Fibra Optica Nacional,Transmision,Red de Fibra Optica Nacional,DANNER
450066563210,IMPLEMENTACIÓN ENLACE MICROONDAS,RED_IPEXT,MW ACCESO,Modernización MW Ultima Milla,Transmision,Modernización MW Ultima Milla,JENNY
450066615310,IMPLEMENTACION PLANTA EXTERNA FO,RED_IPEXT,FO RED NACIONAL,Red de Fibra Optica Nacional,Transmision,Red de Fibra Optica Nacional,DANNER
450062449770,IMPLEMENTACIÓN PLANTA EXTERNA FO NODO B ,RED_CONS,FO ACCESOS,Sitios Nuevos Macro y Regulatorios,RF,Sitios Nuevos Macro y Regulatorios,JHORDAN
450062505140,IMPLEMENTACIÓN PLANTA EXTERNA FO NODO B ,RED_CONS,FO ACCESOS,Sitios Nuevos Macro y Regulatorios,RF,Sitios Nuevos Macro y Regulatorios,JHORDAN
450062750670,IMPLEMENTACIÓN PLANTA EXTERNA FO NODO B ,RED_CONS,FO ACCESOS,Sitios Nuevos Macro y Regulatorios,RF,Sitios Nuevos Macro y Regulatorios,JHORDAN
4500649056240,IMPLEMENTACIÓN PLANTA EXTERNA FO NODO B,RED_CONS,FO ACCESOS,Street Cell,RF,Street Cell,DEMETRIO
450065563610,IMPLEMENTACIÓN PLANTA EXTERNA FO NODO B,RED_IPEXT,FO RED NACIONAL,Red de Fibra Optica Nacional,Transmision,Red de Fibra Optica Nacional,DANNER
450066507030,IMPLEMENTACIÓN ENLACE MICROONDAS,RED_CONS,MW ACCESO,Sitios Nuevos Macro y Regulatorios,RF,Sitios Nuevos Macro y Regulatorios,EDWIN
450065929430,IMPLEMENTACIÓN PLANTA EXTERNA FO NODO B,RED_CONS,FO ACCESOS,Sitios Nuevos Macro y Regulatorios,RF,Sitios Nuevos Macro y Regulatorios,DEMETRIO
450064431610,IMPLEMENTACIÓN NAT OUTDOOR,RED_CONS,SOLUCIONES STREET CELLS,Street Cell,RF,Street Cell,DEMETRIO
450065865630,IMPLEMENTACIÓN PLANTA EXTERNA FO NODO B,RED_CONS,FO ACCESOS,Sitios Nuevos Macro y Regulatorios,RF,Sitios Nuevos Macro y Regulatorios,DEMETRIO
450063730910,IMPLEMENTACIÓN NAT OUTDOOR             ,RED_CONS,SOLUCIONES STREET CELLS,Street Cell,RF,Street Cell,DEMETRIO
450065019340,IMPLEMENTACIÓN NAT OUTDOOR,RED_CONS,SOLUCIONES STREET CELLS,Street Cell,RF,Street Cell,DEMETRIO
4500649256100,IMPLEMENTACIÓN NAT OUTDOOR,RED_CONS,SOLUCIONES STREET CELLS,Street Cell,RF,Street Cell,DEMETRIO
450064925670,IMPLEMENTACIÓN NAT OUTDOOR,RED_CONS,SOLUCIONES STREET CELLS,Street Cell,RF,Street Cell,DEMETRIO
450065119940,IMPLEMENTACIÓN NAT OUTDOOR,RED_CONS,SOLUCIONES STREET CELLS,Street Cell,RF,Street Cell,DEMETRIO
450064212550,IMPLEMENTACIÓN TI SINGLE RAN 2G/3G/4G,RED_CONS,SITIOS NUEVOS,Sitios Nuevos Macro y Regulatorios,RF,Sitios Nuevos Macro y Regulatorios,JHORDAN
450065865610,IMPLEMENTACIÓN TI SINGLE RAN 2G/3G/4G,RED_CONS,SITIOS NUEVOS,Sitios Nuevos Macro y Regulatorios,RF,Sitios Nuevos Macro y Regulatorios,JHORDAN
450063730930,IMPLEMENTACIÓN PLANTA EXTERNA FO NODO B,RED_CONS,FO ACCESOS,Street Cell,RF,Street Cell,DEMETRIO
450065119930,IMPLEMENTACIÓN PLANTA EXTERNA FO NODO B,RED_CONS,FO ACCESOS,Street Cell,RF,Street Cell,DEMETRIO
4500649256110,IMPLEMENTACIÓN NAT OUTDOOR,RED_CONS,SOLUCIONES STREET CELLS,Street Cell,RF,Street Cell,DEMETRIO
4500649056210,IMPLEMENTACIÓN PLANTA EXTERNA FO NODO B,RED_CONS,FO ACCESOS,Street Cell,RF,Street Cell,DEMETRIO
450065119920,IMPLEMENTACIÓN NAT OUTDOOR,RED_CONS,SOLUCIONES STREET CELLS,Street Cell,RF,Street Cell,DEMETRIO
450064212570,IMPLEMENTACIÓN PLANTA EXTERNA FO NODO B,RED_CONS,FO ACCESOS,Sitios Nuevos Macro y Regulatorios,RF,Sitios Nuevos Macro y Regulatorios,DEMETRIO
450065563610,IMPLEMENTACIÓN PLANTA EXTERNA FO NODO B,RED_IPEXT,FO RED NACIONAL,Red de Fibra Optica Nacional,Transmision,Red de Fibra Optica Nacional,MARCO
450064466790,IMPLEMENTACIÓN PLANTA EXTERNA FO NODO B,RED_CONS,FO ACCESOS,Street Cell,RF,Street Cell,DEMETRIO
450064258920,IMPLEMENTACIÓN NAT OUTDOOR,RED_CONS,SOLUCIONES STREET CELLS,Street Cell,RF,Street Cell,DEMETRIO
450065119950,IMPLEMENTACIÓN NAT OUTDOOR,RED_CONS,SOLUCIONES STREET CELLS,Street Cell,RF,Street Cell,DEMETRIO
450065529820,IMPLEMENTACIÓN NAT OUTDOOR,RED_CONS,SOLUCIONES STREET CELLS,Street Cell,RF,Street Cell,DEMETRIO
450064083630,IMPLEMENTACIÓN PLANTA EXTERNA FO NODO B,RED_CONS,FO ACCESOS,Street Cell,RF,Street Cell,DEMETRIO
450064431620,IMPLEMENTACIÓN NAT OUTDOOR,RED_CONS,SOLUCIONES STREET CELLS,Street Cell,RF,Street Cell,DEMETRIO
450064258970,IMPLEMENTACIÓN NAT OUTDOOR,RED_CONS,SOLUCIONES STREET CELLS,Street Cell,RF,Street Cell,DEMETRIO
450065019350,IMPLEMENTACIÓN NAT OUTDOOR,RED_CONS,SOLUCIONES STREET CELLS,Street Cell,RF,Street Cell,DEMETRIO
450064258990,IMPLEMENTACIÓN PLANTA EXTERNA FO NODO B,RED_CONS,FO ACCESOS,Street Cell,RF,Street Cell,DEMETRIO
4500644667120,IMPLEMENTACIÓN PLANTA EXTERNA FO NODO B,RED_CONS,FO ACCESOS,Street Cell,RF,Street Cell,DEMETRIO
4500644667110,IMPLEMENTACIÓN NAT OUTDOOR,RED_CONS,SOLUCIONES STREET CELLS,Street Cell,RF,Street Cell,DEMETRIO
4500644667100,IMPLEMENTACIÓN NAT OUTDOOR,RED_CONS,SOLUCIONES STREET CELLS,Street Cell,RF,Street Cell,DEMETRIO
450064466780,IMPLEMENTACIÓN NAT OUTDOOR,RED_CONS,SOLUCIONES STREET CELLS,Street Cell,RF,Street Cell,DEMETRIO
450064466770,IMPLEMENTACIÓN NAT OUTDOOR,RED_CONS,SOLUCIONES STREET CELLS,Street Cell,RF,Street Cell,DEMETRIO
4500660087250,IMPLEMENTACIÓN DE ENODO B LTE,RED_IMP,RADIOS,Ampliacion de Capacidad,RF,Ampliacion de Capacidad,ANGGIE
4500649056220,IMPLEMENTACIÓN NAT OUTDOOR,RED_CONS,SOLUCIONES STREET CELLS,Street Cell,RF,Street Cell,DEMETRIO
4500649056190,IMPLEMENTACIÓN NAT OUTDOOR,RED_CONS,SOLUCIONES STREET CELLS,Street Cell,RF,Street Cell,DEMETRIO
4500642589120,IMPLEMENTACIÓN PLANTA EXTERNA FO NODO B,RED_CONS,FO ACCESOS,Street Cell,RF,Street Cell,DEMETRIO
450064905640,IMPLEMENTACIÓN NAT OUTDOOR,RED_CONS,SOLUCIONES STREET CELLS,Street Cell,RF,Street Cell,DEMETRIO
450064905610,IMPLEMENTACIÓN NAT OUTDOOR,RED_CONS,SOLUCIONES STREET CELLS,Street Cell,RF,Street Cell,DEMETRIO
450064905660,IMPLEMENTACIÓN PLANTA EXTERNA FO NODO B,RED_CONS,FO ACCESOS,Street Cell,RF,Street Cell,DEMETRIO
450065563620,IMPLEMENTACIÓN PLANTA EXTERNA FO NODO B,RED_IPEXT,FO RED NACIONAL,Red de Fibra Optica Nacional,Transmision,Red de Fibra Optica Nacional,MARCO
450064212580,IMPLEMENTACION CELL SITE ROUTER,RED_CONS,IP ACCESO,Sitios Nuevos Macro y Regulatorios,RF,Sitios Nuevos Macro y Regulatorios,JHORDAN
4500660087330,IMPLEMENTACIÓN DE ENODO B LTE,RED_IMP,RADIOS,Ampliacion de Capacidad,RF,Ampliacion de Capacidad,ANGGIE
4500660087320,IMPLEMENTACIÓN DE ENODO B LTE,RED_IMP,RADIOS,Ampliacion de Capacidad,RF,Ampliacion de Capacidad,ANGGIE
4500660087170,IMPLEMENTACIÓN DE ENODO B LTE,RED_IMP,RADIOS,Ampliacion de Capacidad,RF,Ampliacion de Capacidad,ANGGIE
4500660087210,IMPLEMENTACIÓN DE ENODO B LTE,RED_IMP,RADIOS,Ampliacion de Capacidad,RF,Ampliacion de Capacidad,ANGGIE
450065578120,IMPLEMENTACION PLANTA EXTERNA FO,RED_IPEXT,FO RED NACIONAL,Red de Fibra Optica Nacional,Transmision,Red de Fibra Optica Nacional,MARCO
450065578130,IMPLEMENTACION PLANTA EXTERNA FO,RED_IPEXT,FO RED NACIONAL,Red de Fibra Optica Nacional,Transmision,Red de Fibra Optica Nacional,MARCO
450065578110,IMPLEMENTACION PLANTA EXTERNA FO,RED_IPEXT,FO RED NACIONAL,Red de Fibra Optica Nacional,Transmision,Red de Fibra Optica Nacional,MARCO
450065578160,IMPLEMENTACION PLANTA EXTERNA FO,RED_IPEXT,FO RED NACIONAL,Red de Fibra Optica Nacional,Transmision,Red de Fibra Optica Nacional,MARCO
450065578150,IMPLEMENTACION PLANTA EXTERNA FO,RED_IPEXT,FO RED NACIONAL,Red de Fibra Optica Nacional,Transmision,Red de Fibra Optica Nacional,MARCO
450065578140,IMPLEMENTACION PLANTA EXTERNA FO,RED_IPEXT,FO RED NACIONAL,Red de Fibra Optica Nacional,Transmision,Red de Fibra Optica Nacional,MARCO
450064212560,INSTALACION GABINETE TX,RED_CONS,SITIOS NUEVOS,Sitios Nuevos Macro y Regulatorios,RF,Sitios Nuevos Macro y Regulatorios,JHORDAN
